Name	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0084128	0	0	1	1	1	0
FBtr0073179	79.482	65.334	46.668	50.82	30.291	45.587
FBtr0333142	8317.638	2684.209	2768.201	5500.938	2774.743	1839.91
FBtr0073178	508.637	264.163	150.192	112.056	169.369	168.824
FBtr0073177	19860.163	8356.228	9876.778	18584.465	5638.682	7471.874
FBtr0081717	2053	665	804	2256	660	732
FBtr0334838	6.383	0.841	1.858	1.43	1.587	1.326
FBtr0079439	3.057	0.744	1.257	1.062	1.149	1.03
FBtr0345288	1.902	0.743	1.25	1.769	1.144	1.026
FBtr0302587	2.1	0.829	1.762	1.376	1.522	1.285
FBtr0079440	5.558	0.843	1.874	4.362	1.599	1.334
FBtr0088178	113.35	79.423	111.296	70.044	85.262	132.936
FBtr0088179	724.206	263.777	251.695	840.228	220.526	191.42
FBtr0088180	359.103	101.744	112.009	441.551	174.211	124.644
FBtr0079166	2.551	1.005	0.5	4.142	3.075	2.03
FBtr0079165	2.449	0.995	0.5	3.858	2.925	1.97
FBtr0344449	0.014	0	0	4	0.02	1
FBtr0303412	1.986	0	0	0	0.98	0
FBtr0071264	1	1	3	1	0	0
FBtr0111115	830.4	142.371	154.897	592.436	104.775	165.445
FBtr0086082	639.498	194.036	205.252	451.343	257.744	192.642
FBtr0335258	227.271	59.951	52.22	238.358	32.119	86.936
FBtr0086083	265.756	172.266	208.245	402.262	58.628	101.331
FBtr0088320	0	0	0	0	0	0
FBtr0088155	912	379	466	1408	394	480
FBtr0071610	871.948	298.5	330.915	1233	440.526	352.136
FBtr0080040	7.822	4.713	4.141	7.667	5.227	2.932
FBtr0337008	8.582	5.421	4.504	13.288	11.336	2.723
FBtr0080039	9.066	5.109	4.439	8.856	5.726	3.07
FBtr0080041	11.53	5.757	4.915	11.189	4.711	3.275
FBtr0082637	415.716	159.52	181.395	777.68	126.427	157.512
FBtr0087641	3531	1553	1835	3337	1274	1438
FBtr0075629	3194.664	1390.584	1683	3119.376	934.826	1272.723
FBtr0331997	0.995	0	0	0.334	1	0
FBtr0301019	1.003	0	0	0.333	0	0
FBtr0331996	1.002	0	0	0.333	0	0
FBtr0309855	0	0	0	0	0	0
FBtr0076042	0	0	0	1	0	0
FBtr0307521	998.614	217.347	230.08	2211.984	397.884	338.239
FBtr0307520	1213.436	655.157	837.192	3760.759	1560.577	1377.842
FBtr0087993	40	13	19	31	10	11
FBtr0339072	180.384	52.037	68.321	645.265	41.373	22.454
FBtr0339073	152.11	40.997	72.228	47.492	39.634	56.605
FBtr0339071	865.506	356.966	432.451	359.243	225.994	273.941
FBtr0100062	0	0	0	0	0	0
FBtr0339235	0	0	0	0	0	0
FBtr0087794	3.366	2.781	0.5	5.261	1.014	1.542
FBtr0339747	18.38	3.93	0.5	25.59	0.986	1.458
FBtr0074377	4.635	5.163	4.993	0.028	5.081	0.047
FBtr0112993	1905.365	722.837	906.007	1824.972	503.919	742.953
FBtr0083789	3	1	1	1	0	0
FBtr0091692	9.024	2	4	11	2	4
FBtr0071890	0	0	0	2	0	0
FBtr0077130	1.676	0.013	0.011	1.029	0	0.007
FBtr0346640	1.523	0.013	0.011	0.983	0	0.007
FBtr0089956	2394.909	1686.554	1702.829	3268.241	1823.054	1350.283
FBtr0310277	238.162	55.843	57.56	266.885	76.657	74.006
FBtr0336617	1737.026	192.47	284.668	1710.634	256.275	177.807
FBtr0336616	267.035	133.317	125.074	936.5	502.013	400.882
FBtr0301483	0.733	0	0	0	0	0
FBtr0084259	0.267	0	0	0	0	0
FBtr0334757	2.753	0.669	0.333	2.045	0	0.333
FBtr0334756	2.526	0.664	0.334	1.926	0	0.334
FBtr0080485	2.721	0.668	0.333	2.029	0	0.333
FBtr0301017	11.934	4.979	2.495	11.188	3.987	3.329
FBtr0301016	12.111	5.021	2.505	16.938	4.013	3.671
FBtr0076694	1004.767	369.729	434.502	871.253	303.463	339.452
FBtr0301645	15	3	4	9	4	1
FBtr0302495	14.162	14.677	5.719	9.845	1.383	1.423
FBtr0088579	406.838	167.323	174.281	342.155	85.617	137.577
FBtr0078205	246.888	168.537	150.835	159.373	122.559	197.911
FBtr0113436	641.805	206.83	224.465	656.757	177.265	152.18
FBtr0078202	588.815	133.506	145.742	700.475	76.027	113.242
FBtr0078203	152.82	76.001	132.094	55.798	94.219	54.005
FBtr0078204	163.213	67.006	88.017	396.792	138.53	147.662
FBtr0070115	674	274	313	688	254	271
FBtr0086531	2848	1202	1409	2830	1057	1164
FBtr0074226	1346.333	654	788	920.845	431	464
FBtr0078602	1.001	0	0	0	0	0
FBtr0070763	1591	528	681	1519	495	584
FBtr0310619	122.609	101.965	163.724	315.155	33.017	63.368
FBtr0070209	936.796	316.168	337.276	805.745	328.983	327.998
FBtr0310345	0	0	0	1	0	0
FBtr0082722	1040	398	526	1181	387	468
FBtr0076173	12	4	1	9	1	1
FBtr0072151	1114	551	657	1650	587	688
FBtr0077030	1205.915	501.83	607.437	1389.305	465	586.382
FBtr0087461	3265	998	1117	3411	1065	1053
FBtr0336762	924.62	297.825	285.978	842.265	352.202	307.034
FBtr0078752	6384.86	2537.175	2789.211	8368.898	2600.798	2237.972
FBtr0290328	11.055	2	0	11.016	2.002	1
FBtr0070233	427	185	205	563	159	188
FBtr0087775	3457.963	1430.765	1720.641	3839.624	1365.217	1614.032
FBtr0344199	165.148	240.112	202.778	299.81	240.248	159.074
FBtr0087774	319.269	149.098	148.645	308.043	140.231	110.881
FBtr0339755	153.326	53.867	47.516	187.452	68.676	74.712
FBtr0074028	163.142	51.773	46	151.421	65.95	52.768
FBtr0070339	2870	1398	1729	2909.301	1189.463	1216
FBtr0079876	2614.183	1019	1287	2511	926	1201
FBtr0083771	2151	810	809	2470	771	819
FBtr0290036	145.436	36.268	26.568	153.58	19.955	31.001
FBtr0074487	2102.831	748.732	820.432	1841.504	656.045	715.999
FBtr0085159	823.483	251.171	313.762	842.484	228.389	265.557
FBtr0085160	17.428	7.538	4.423	4.364	7.427	7.487
FBtr0334729	48.559	17.79	31.965	129.429	16.649	9.152
FBtr0085161	38.917	29.777	21.887	48.656	49.273	70.388
FBtr0085162	10.748	5.077	2.964	3.086	5.262	5.416
FBtr0075417	4925.106	1715.993	2090.422	4662.55	1484.498	1760.723
FBtr0075419	18.79	37.38	8.713	10.984	8.209	9.51
FBtr0075418	28.123	8.439	8.525	22.556	8.044	9.289
FBtr0075420	40.158	0.408	0.37	16.257	3.852	0.46
FBtr0308819	40.323	9.78	24.971	49.64	19.396	5.019
FBtr0075564	1254.142	345	400	1274	342	375
FBtr0309231	0.666	0	0.334	0.5	0.334	0.334
FBtr0075240	0.667	0	0.333	0	0.333	0.333
FBtr0075239	0.667	0	0.333	0.5	0.333	0.333
FBtr0112483	1.067	0.003	0.002	2.057	0.003	0.006
FBtr0078995	1047	403	495	1083	341	476
FBtr0075089	51.062	26	35	43.058	21	19
FBtr0305000	0.059	0.133	0.13	4.014	0.233	0.093
FBtr0346146	3.699	2.86	2.865	1.983	1.759	3.901
FBtr0334908	2.242	0.007	0.005	0.003	0.008	0.006
FBtr0085268	7	7	3	20	2	9
FBtr0100065	24	2	1	9	2	3
FBtr0088671	2	0	1	4	1	1
FBtr0343553	2.622	0	0	6.817	2.621	4.33
FBtr0343552	0.378	0	0	1.183	0.379	0.67
FBtr0307499	0	0	0	0	0	1
FBtr0334587	0	0	0	0	0	0
FBtr0083891	0	0	0	0	0	0
FBtr0336738	0.135	0.236	0	0	0	0
FBtr0072628	1.744	0.764	0	0	0	0
FBtr0082620	2.009	1.001	0.001	3.005	0.001	1.004
FBtr0345934	0.185	0	1.977	0.124	0	0
FBtr0072193	0.815	0	0.023	3.876	0	0
FBtr0344890	0	0	0	0	0	0
FBtr0304818	0	0	0	0	0	0
FBtr0347068	150.176	50.843	50.111	86.17	18.72	18.85
FBtr0303825	1169.11	490.157	600.761	1014.522	371.28	439.15
FBtr0301002	2	0	2	0	0	1
FBtr0086497	1	0	0	0	0	0
FBtr0300366	2.489	0.697	0.478	0.759	2.398	0
FBtr0343444	2.511	1.303	0.522	2.241	1.602	0
FBtr0300051	0	0	0	1	0	0
FBtr0080019	601	169	193	450	169	182
FBtr0302213	34	8	8	17	3	6
FBtr0082974	347	105	114	279	80	88
FBtr0073009	0	0	0	0	0	0
FBtr0304042	0	0	0	0	0	0
FBtr0114554	1	0	0	1	0	2
FBtr0334134	114	37	32	115	21.966	27
FBtr0070142	0	0	1	2	1	0
FBtr0112749	2	4	1	1	0	0
FBtr0335173	218.839	80.013	101.601	252.142	51.018	57.17
FBtr0077744	3219.131	1480.689	1637.399	3170.084	1187.982	1323.174
FBtr0081225	0	0	0	0	0	0
FBtr0339940	39.674	12.248	14.99	30.648	7.085	7.617
FBtr0087625	29.326	11.795	18.01	19.379	6.936	7.444
FBtr0078251	673	256	283	704	220	281
FBtr0306290	0	0	0	0	0	0
FBtr0088560	1.651	1.652	0.996	2.3	0	0.996
FBtr0088562	1.673	1.673	1.002	2.348	0	1.002
FBtr0088561	1.676	1.675	1.002	2.353	0	1.002
FBtr0300057	1621.015	605.605	656.557	1344.953	435.921	556.852
FBtr0300058	0.985	1.395	1.443	1.047	2.079	1.148
FBtr0084323	679.864	217.618	271	630.329	210	222
FBtr0070687	16.935	37.75	62.08	26.655	36.408	57.538
FBtr0070686	928.065	369.25	358.92	834.345	303.592	289.462
FBtr0078404	4362.513	1635.46	1767.873	5727.442	1885.059	1887.789
FBtr0331797	550.961	209.633	258.405	488.193	161.122	189.445
FBtr0299563	53.43	18.679	11	63.76	7	18.348
FBtr0301081	19.057	6.048	5.54	13.589	12.558	3.529
FBtr0112629	32.943	5.952	5.46	35.195	6.461	3.498
FBtr0073894	0	1	0	3	0	0
FBtr0332131	35	6	17	15	3	3
FBtr0339095	87.796	37.355	42.36	65.511	31.314	19.869
FBtr0339094	88.863	25.902	30.133	77.353	27.162	18.381
FBtr0087865	7.044	1	3	8.014	1	2
FBtr0304913	139.097	88.555	84.292	140.378	66.142	71.43
FBtr0111012	181.781	152.88	146.528	310.155	202.268	172.121
FBtr0304914	852.165	226.499	201.572	191.679	53.931	79.305
FBtr0304915	231.7	217.521	183.221	243.598	84.366	115.456
FBtr0304912	1850.104	623.194	747.209	2218.17	735.172	586.654
FBtr0080792	2	1	0	1	0	0
FBtr0079110	0.992	0.002	0.336	0.002	0.335	0.335
FBtr0079111	1.005	0.002	0.335	0.002	0.334	0.334
FBtr0079112	1.019	0.002	0.334	0.002	0.333	0.333
FBtr0073496	181.973	7.746	11.219	114.341	10.797	7.754
FBtr0343562	148.03	11.858	19.591	265.239	26.474	13.556
FBtr0343561	28.402	4.825	17.156	13.519	11.589	4.856
FBtr0343563	42.958	13.077	16.582	44.44	4.68	13.773
FBtr0073494	69.761	4.486	39.804	70.739	9.213	9.416
FBtr0073495	312.286	333.032	305.649	378.468	247.308	285.645
FBtr0335505	53	7	10	32	10	10
FBtr0074761	1593.403	826	991	1328	526	621
FBtr0071049	1380.601	380	475	1072.319	305	325
FBtr0083546	0	0	0	1	0	0
FBtr0290120	8.408	1.214	1.938	6.892	1.684	4.163
FBtr0310328	3.256	1.252	1.307	4.318	1.057	1.45
FBtr0310329	3.298	0.192	0.755	1.925	0.66	1.438
FBtr0310330	0.517	0.18	0	0.702	0.174	0.49
FBtr0100329	0.517	0.18	0	0.702	0.174	0.49
FBtr0290302	13.119	8.599	8.388	9.659	14.543	9.142
FBtr0290303	9.968	7.161	7.012	9.009	10.784	7.531
FBtr0340291	31.496	15.816	13.869	27.062	13.584	11.878
FBtr0073826	2963.326	1141.699	1230.245	2471.661	748.822	839.937
FBtr0073825	10.378	5.734	7.823	13.154	8.691	6.495
FBtr0340290	81.641	34.99	26.663	34.437	25.576	20.017
FBtr0077849	12.213	4.084	2.948	3.8	2.92	3.428
FBtr0308189	11.156	4.696	2.947	3.546	3.533	3.853
FBtr0077848	1039.986	355.544	467.26	975.235	290.643	298.516
FBtr0330664	199.645	65.676	57.845	105.418	54.904	57.202
FBtr0332011	0	0	0	0	0	0
FBtr0080954	0	0	0	0	0	0
FBtr0079992	903.127	371	452	1139.012	369	444
FBtr0083661	668	229	331	642.201	220	272
FBtr0084737	27	6	11	12	8	8
FBtr0085151	4	0	0	2	4	1
FBtr0071979	3	1.264	2	1	0.329	0
FBtr0100414	37.269	24.573	38.607	73.98	32.249	25.173
FBtr0070957	142.968	39.759	69.691	378.888	69.558	52.706
FBtr0100419	43.47	22.565	30.531	55.018	27.912	27.806
FBtr0100415	97.652	53.873	46.609	122.343	51.198	31.489
FBtr0070956	39.13	31.418	38.661	61.209	28.948	32.614
FBtr0100420	259.867	37.717	38.483	264.141	39.263	44.516
FBtr0100413	140.435	56.172	66.36	164.878	53.35	83.786
FBtr0345295	930.651	547.738	598.054	1038.121	522.112	581.988
FBtr0100416	97.587	61.176	69.572	61.034	59.499	66.863
FBtr0074950	10	5	3	13	5	4
FBtr0301690	6	1	4	14	6	4
FBtr0303295	0	0	4	10	3	2
FBtr0333794	66.603	8.13	12.542	77.458	18.01	13.91
FBtr0333795	321.494	52.59	61.521	262.718	70.3	77.167
FBtr0070588	61.23	29.008	32.504	78.274	33.865	15.435
FBtr0086239	1	0	0	1	0	0
FBtr0301436	85.728	16.528	11.499	65.14	27.649	18.43
FBtr0344729	14.92	4.957	4.338	9.372	7.64	5.65
FBtr0344730	44.355	8.515	12.163	51.488	12.711	8.92
FBtr0078688	589.164	167	157	526.663	143	161
FBtr0331392	12.887	3.376	4.024	3.238	1.368	1.324
FBtr0331393	7.563	5.815	4.49	2.882	1.316	3.339
FBtr0336737	7.55	5.808	4.486	2.88	1.316	3.337
FBtr0072120	628	280.037	325	714.885	250	267
FBtr0339475	52.187	35.468	35.3	73.81	17.907	31.16
FBtr0088245	4548.813	1983.532	2456.7	6423.19	2386.093	2837.84
FBtr0081681	0	0	0	0	0	0
FBtr0332936	63.979	19.259	27.647	70.614	21.695	26.693
FBtr0072727	32.184	10.306	11.176	30.146	9.06	8.655
FBtr0072728	1576.795	475.312	581.252	1658.177	470.94	575.184
FBtr0306538	372.326	96.319	102.989	918.197	96.987	128.953
FBtr0078100	206.469	45.141	38.56	46.445	64.184	38.753
FBtr0306539	123.247	62.833	32.465	145.95	31.844	22.251
FBtr0306537	196.668	39.416	28.816	99.333	41.423	31.104
FBtr0306536	555.291	67.291	152.171	287.075	117.562	141.939
FBtr0079356	171.197	53.432	94.175	191.292	21.59	53.709
FBtr0346716	8776.766	2763.568	3334.825	9919.708	2004.41	2847.291
FBtr0331559	1037.218	532.332	514.223	895.787	337.193	305.708
FBtr0075313	1395.341	551.413	580.803	1356.964	397.578	479.544
FBtr0112416	0	0	0	0	0	0
FBtr0087669	935.249	392.654	431.257	1181.21	291.981	351.791
FBtr0301388	64.751	22.346	42.743	100.79	93.019	36.209
FBtr0331378	19.511	3.408	4.493	9.275	1.343	1.509
FBtr0331377	4.19	2.702	2.428	5.911	3.252	0.84
FBtr0331376	7.318	3.587	3.107	4.274	1.556	0.876
FBtr0081507	9.784	5.185	2.826	5.273	1.495	1.715
FBtr0084151	19.5	4.049	10.855	20.749	5.134	8.393
FBtr0331202	0.334	0	0	0	0.334	0
FBtr0307078	0.333	0	0	0	0.333	0
FBtr0077769	0.333	0	0	0	0.333	0
FBtr0345992	61.144	25.608	38.459	43.163	17.692	21.605
FBtr0074754	1634.105	757.591	854.362	1856.026	662.308	747.467
FBtr0077574	739.553	300.676	368.371	728.768	208.057	284.864
FBtr0083564	14.053	6.013	1	15.141	2.009	2.006
FBtr0084740	2433	979	1004	2727	936	886
FBtr0088016	10371.051	4514	4649	11057	3888	4079
FBtr0308578	2915.635	557.086	699.289	3051.805	718.369	634.813
FBtr0307507	656.365	104.914	60.711	732.195	91.631	70.187
FBtr0088678	4.842	6.632	4.856	9.952	6.638	3.81
FBtr0339308	4.922	2.368	5.144	10.322	2.362	1.19
FBtr0083827	1.201	0.4	0	0.6	0.4	0.8
FBtr0083828	1.2	0.4	0	0.6	0.4	0.8
FBtr0273259	1.199	0.4	0	0.6	0.4	0.8
FBtr0083826	1.2	0.4	0	0.6	0.4	0.8
FBtr0273258	1.199	0.4	0	0.6	0.4	0.8
FBtr0339555	84.384	57.181	63.959	72.346	45.848	23.864
FBtr0088045	810.439	262.596	372.571	666.626	204.051	265.456
FBtr0306105	0	0	0	1	0	0
FBtr0300978	278.063	42.063	74.412	160.118	65.333	65.649
FBtr0300976	16.961	4.158	3.636	107.176	8.351	19.204
FBtr0300979	474.928	420.66	394.338	638.117	543.933	553.558
FBtr0300975	1542.494	612.902	638.143	2536.7	681.162	803.183
FBtr0340370	149.743	53.599	50.972	138.595	52.31	77.665
FBtr0089800	144.299	33.221	56.564	107.619	52.243	51.548
FBtr0300977	565.514	317.397	491.935	473.675	154.667	242.193
FBtr0086339	0	0	0	0	0	0
FBtr0300395	193.755	178.886	230.209	467.878	180.554	199.841
FBtr0071601	399.798	257.707	199.16	908.402	225.326	216.426
FBtr0310327	193.748	183.321	190.448	318.191	152.03	153.77
FBtr0071599	834.814	221.106	254.261	277.789	171.376	118.04
FBtr0300394	172.688	77.032	79.22	107.897	77.96	53.27
FBtr0071600	1506.186	574.346	772.196	1684.662	520.504	780.985
FBtr0080534	1166.173	439.497	486.568	1212.486	401.417	452.884
FBtr0343418	16.597	7.04	3.261	44.604	15.356	17.188
FBtr0308065	935.159	214.098	264.275	2957.791	769.547	924.949
FBtr0303203	9.506	2.56	3	8	1.103	0
FBtr0091906	0.244	0.326	0.342	0.245	0.386	4.668
FBtr0071506	1	0	2	3	0	0
FBtr0076908	6.471	0	0	2	0	0
FBtr0076906	0	0	0	0	0	0
FBtr0076905	0.458	0	0	0.552	0	0
FBtr0089236	9.127	3.288	4.817	6.491	4.822	2.73
FBtr0089235	4.909	5.254	4.451	4.393	2.607	5.622
FBtr0100396	14.036	7.512	4.419	10.668	7.007	4.539
FBtr0100395	8.928	4.946	4.313	5.449	2.564	3.109
FBtr0083369	9.116	13.482	9.21	19.869	5.847	6.154
FBtr0343810	1.932	0.989	0	0.988	1.467	0.499
FBtr0306920	2.068	1.011	0	1.012	1.533	0.501
FBtr0336643	89.481	28.264	36.007	93.055	40.888	34.595
FBtr0336650	161.447	48.866	59.597	129.366	57.605	41.564
FBtr0336652	200.323	51.746	57.488	142.083	69.639	45.686
FBtr0336646	611.987	212.651	443.424	1233.806	543.658	509.216
FBtr0336644	1590.397	1016.253	978.531	2315.423	919.082	1172.231
FBtr0336647	325.421	168.784	149.907	329.845	179.302	134.893
FBtr0336649	175.79	54.658	65.596	144.216	65.7	47.464
FBtr0336651	218.527	57.789	63.184	158.492	79.551	52.084
FBtr0336645	481.612	274.203	353.649	390.13	178.622	260.281
FBtr0336648	37.777	17.614	10.465	37.116	11.815	9.862
FBtr0081426	29.806	6	10	24.935	2	9
FBtr0078949	1169.197	385.185	419.377	1232.309	387.099	376.005
FBtr0344215	5.182	20.312	5.347	5.183	5.384	5.456
FBtr0113192	19.811	3.832	7.808	21.08	15.266	3.878
FBtr0081290	514.003	217	280	589	211	251
FBtr0087138	1	2	0	3	1	0
FBtr0110874	5872	1644	1694	6018	1887	1713
FBtr0339437	11.654	6.244	6.198	6.126	6.216	6.287
FBtr0073903	408.777	196.756	222.802	495.785	204.784	222.713
FBtr0339543	4.892	3.271	2.389	4.887	1.934	2.391
FBtr0079731	6.133	3.729	2.611	6.125	2.066	2.609
FBtr0343772	0.467	0.474	0	0	0	0
FBtr0081252	0.533	0.526	0	0	0	0
FBtr0333545	4410.803	624.49	765.99	3112.14	417.586	491.285
FBtr0333544	1.824	2.13	1.9	1.753	1.74	2.193
FBtr0077911	2104.357	940.176	1194.484	1345.895	1137.929	897.25
FBtr0078739	478.793	158.361	152.821	412.012	132.905	118.576
FBtr0333799	652.614	46.664	53.896	199.289	200.195	60.865
FBtr0073705	9840.089	4248.672	4890.162	9196.829	3115.853	3977.543
FBtr0082571	16.025	5.004	4.003	20.033	9.008	5
FBtr0306121	0	0	0	0	0	0
FBtr0301684	0	0	0	0	1	0
FBtr0345634	23.228	7.669	8.113	20.392	9.233	5.37
FBtr0332181	15.779	6.455	6.316	16.713	5.981	4.634
FBtr0082795	1.499	1	0.5	4.195	0.5	1
FBtr0309093	1.501	1	0.5	4.207	0.5	1
FBtr0089133	541.933	73.75	48.313	451.951	88.039	66.797
FBtr0333681	26.071	8.429	7.513	15.359	10.252	6.109
FBtr0340652	1262.81	260.646	305.635	1080.706	267.535	296.41
FBtr0340653	42.944	31.175	31.539	64.712	31.174	31.683
FBtr0331941	64.818	21.434	21.411	83.368	27.229	25.835
FBtr0331942	123.486	35.302	48.279	107.599	49.244	43.559
FBtr0071838	2344.202	1152.128	1402.051	3173.246	1210.181	1091.948
FBtr0112820	778.187	258.133	203.26	1175.595	289.347	242.659
FBtr0089061	2058	827	1018	2129.748	769.16	854
FBtr0080467	605.101	218.781	257.922	654.764	155.643	209.569
FBtr0290000	159.483	20.779	21.935	141.444	18.357	14.431
FBtr0346155	18.088	4.357	7.859	0.711	4.302	4.389
FBtr0083728	1027.517	735.406	1075.547	1778.528	616.261	521.714
FBtr0083727	2877.396	946.237	917.594	3145.761	798.437	1133.897
FBtr0083454	297.31	87.963	175.892	353.307	107.551	134.743
FBtr0321264	7.128	3.726	1.163	1.299	1.367	1.272
FBtr0083455	2.785	3.22	1.185	1.464	1.798	1.244
FBtr0321265	28.899	3.068	3.068	6.257	6.982	4.099
FBtr0086170	133.094	137.994	234.038	56.017	25.727	58.092
FBtr0303226	457.063	55.395	31.331	89.425	38.87	47.901
FBtr0303225	404.843	313.611	249.631	968.558	381.403	327.007
FBtr0302178	280.482	117.659	118.993	363.971	96.116	144.233
FBtr0300896	113.518	24.341	40.007	180.029	46.884	32.767
FBtr0310114	0	0	0	1	0	0
FBtr0074674	8.868	2.942	1.976	17.715	3.891	1.37
FBtr0332392	10.219	3.058	2.024	11.412	4.109	1.389
FBtr0333798	22.125	3.058	2.53	17.734	2.523	1.509
FBtr0070575	27.754	3.022	2.506	16.401	2.5	1.502
FBtr0289986	24.194	4	9	22.315	9	11
FBtr0342643	0.49	0	0	0.49	0	0.491
FBtr0304142	0.51	0	0	0.51	0	0.509
FBtr0084408	3654	1548	1475	3987	1506	1556
FBtr0321272	0.106	0	0	0	0	0
FBtr0321271	0.081	0	0	0	0	0
FBtr0321270	0.453	0	0	0.503	0	0
FBtr0081140	2.353	0	0	1.497	0	0
FBtr0084101	0.875	0.833	3.445	3.841	0.343	0.886
FBtr0339195	7.124	2.238	1.707	6.168	0.319	3.111
FBtr0084100	1.001	0.929	0.848	0.991	0.338	1.002
FBtr0343157	2735.414	863.87	1046.536	2915.151	626.513	761.975
FBtr0079288	308.295	21.13	10.464	220	17.487	30.727
FBtr0300959	49.37	22.802	36.06	24.843	13.163	8.616
FBtr0073258	1.668	0.505	1.461	2.795	0.234	0.716
FBtr0300621	14.392	0.495	2.539	8.303	4.766	3.284
FBtr0077787	0	0	0	0	0	0
FBtr0077788	0	0	0	0	0	0
FBtr0084472	16.99	5.241	5.324	31.369	15.79	10.674
FBtr0301445	20.73	5.51	5.607	47.425	10.107	11.165
FBtr0345683	0.497	0	0	0	0	0
FBtr0081378	0.503	0	0	0	0	0
FBtr0075824	1	1	1	2	0	0
FBtr0334089	1	0	0	2	0.5	1
FBtr0308081	1	0	0	2	0.5	1
FBtr0082776	0	0	0	0	0	0
FBtr0078235	889	458	534	996	358	334
FBtr0073078	1223.113	462.251	530.077	1502.582	439.217	504.903
FBtr0073079	2066.956	908.749	1082.923	2106.418	864.783	841.097
FBtr0082353	165.947	37.821	58	144	45	61
FBtr0091876	16.701	0.36	7.847	0.254	7.362	4.666
FBtr0089927	857.868	355.262	379.841	819.23	271.952	331.409
FBtr0303035	90.132	5.738	10.159	6.77	8.048	3.591
FBtr0073210	1275.371	340.834	398.102	1289.742	312.81	318.34
FBtr0073209	714.059	343.166	406.898	690.026	359.19	358.66
FBtr0329905	79.54	38.835	36.388	61.059	48.202	44.988
FBtr0077617	1708.46	512.165	529.612	1070.941	302.798	470.012
FBtr0078030	1025	389	457	1156	351	383
FBtr0334870	2167.152	960.028	939.401	2482.862	881.262	1100.428
FBtr0084599	52.345	102.239	114.16	46.233	108.141	65.362
FBtr0071077	712.138	306	341	777.218	290	330
FBtr0077653	31.816	7.347	17.773	31.733	18.106	50.134
FBtr0335478	233.653	55.514	41.989	219.304	46.558	39.234
FBtr0344088	32.53	23.139	20.238	25.963	21.337	31.355
FBtr0299820	158.698	54.94	41.836	110.028	54.296	35.502
FBtr0075228	1919.913	827.455	954.601	2623.575	921.744	1123.971
FBtr0087594	1036	446	495	1151	403	466
FBtr0343309	59.613	18.633	13.874	32.358	13.736	17.784
FBtr0307201	640.787	393.483	644.374	1055.056	250.458	247.004
FBtr0074513	240.913	44.273	54.31	104.925	41.833	27.688
FBtr0343310	902.771	333.451	359.541	667.811	194.793	234.029
FBtr0307200	1615.916	838.161	830.901	1568.849	682.181	772.495
FBtr0305255	106.325	17.915	13.793	75.566	16.015	19.224
FBtr0305256	63.83	19.196	12.669	74.061	11.815	12.79
FBtr0329950	1057.134	179.85	106.079	190.198	174.531	147.359
FBtr0080148	1973.59	1296.351	1532.898	3788.02	1193.476	1358.46
FBtr0329949	65.553	19.192	19.153	61.885	21.825	15.459
FBtr0340223	100.04	15.292	18.128	55.833	29.338	18.708
FBtr0303844	1724.767	718.292	907.767	2005.285	792.592	717.517
FBtr0071184	157.026	135.193	140.291	197.994	115.559	134.968
FBtr0303843	564.988	65.568	48.159	528.734	62.628	83.361
FBtr0303842	108.118	83.531	93.367	140.8	63.952	69.241
FBtr0085304	582.957	206.832	222.593	454.351	173.758	183
FBtr0303269	25.711	30.163	42.063	85.109	7.764	27.665
FBtr0080498	47.654	13.875	14.424	79.363	15.563	20.017
FBtr0100220	155.771	23.919	18.371	91.707	44.775	25.302
FBtr0342633	120.1	14.399	14.674	62.256	12.675	20.5
FBtr0080497	38.691	31.437	25.749	32.931	38.305	42.234
FBtr0342632	41.072	32.207	26.746	34.635	13.918	24.281
FBtr0087945	21.817	4.236	5.36	21.579	2.528	4.883
FBtr0087944	103.335	20.684	36.566	90.954	25.442	22.412
FBtr0339242	363.19	124.103	115.674	273.425	41.729	58.21
FBtr0085046	2054.091	1167.897	1218.326	3001.534	1171.271	1075.79
FBtr0300075	14	4	4	17	4	11
FBtr0301004	266	56	79	246	43	38
FBtr0077639	1.527	1.001	0.732	2.131	0.828	1.705
FBtr0100468	3.869	0.919	1.778	3.194	0.781	1.274
FBtr0330213	1.533	1.003	0.697	2.613	0.829	1.356
FBtr0077638	1.532	1.003	0.697	2.609	0.829	1.355
FBtr0290238	5.629	3.02	1.996	4.721	2.116	2.523
FBtr0077637	1.529	1.002	0.732	2.601	0.829	1.708
FBtr0077640	1.53	1.002	0.697	2.138	0.829	1.354
FBtr0343782	1.319	1.016	0.737	2.24	0.837	1.767
FBtr0290237	5.676	3.033	1.935	4.754	2.121	2.049
FBtr0081596	6	0	0	0	1	0
FBtr0085650	4601	1952	2528	6998	2565	2985
FBtr0079966	0	0	0	0	0	0
FBtr0339512	0	0	0	0	0	0
FBtr0080214	2	0	0	7	2	4
FBtr0452139	1.014	0.862	0.352	1.447	0.19	0.952
FBtr0452138	3.017	0.948	0.353	5.187	1.161	1.172
FBtr0084541	2969.461	986	1083	3347	1037	1088
FBtr0085667	6	3	1	1	1	3
FBtr0071357	176.514	75.866	58.737	165.935	72.871	73.946
FBtr0339680	152.696	129.403	200.906	344.958	177.246	219.616
FBtr0339679	221.078	41.221	82.372	288.582	57.147	55.874
